ID (GT),Track Length (GT),Track Coverage,Missing Time Points,Dino Data
2763,9.0,8,[93.0],"3087,1,46.0;9376,3,11.0;9930,5,8.0;6375,6,25.0"
2764,9.0,8,[94.0],"10406,1,5.0;8672,3,18.0;10649,4,6.0"
2765,8.0,8,[],"7303,1,20.0;8063,2,22.0"
2766,5.0,5,[],"7301,1,21.0"
2767,9.0,9,[],"9085,1,18.0"
2768,8.0,7,[99.0],"8719,1,26.0;9828,5,11.0;8719,8,26.0"
2769,7.0,6,[97.0],"8259,1,15.0;5718,2,35.0;7357,3,24.0;5890,4,34.0;9875,5,9.0;8899,6,17.0;7674,7,24.0"
2770,8.0,8,[],"9474,1,7.0;8161,5,11.0;9139,6,8.0"
2771,8.0,7,[92.0],"10432,1,9.0;10240,2,5.0;10432,3,9.0"
2772,8.0,6,"[98.0, 99.0]","10546,1,8.0;9809,7,15.0"
2773,8.0,8,[],"10434,1,9.0"
2774,8.0,8,[],"9649,1,14.0"
2775,8.0,8,[],"9911,1,11.0;7497,8,21.0"
2776,6.0,6,[],"9712,1,10.0;9224,3,13.0"
2777,8.0,8,[],"9777,1,10.0"
2778,8.0,8,[],"10163,1,9.0"
2779,5.0,5,[],"10552,1,4.0;5488,4,38.0"
2780,4.0,4,[],"5789,1,39.0"
2781,4.0,4,[],"9979,1,6.0;10197,3,7.0;10188,4,5.0"
2782,8.0,8,[],"9840,1,11.0"
2783,8.0,8,[],"10485,1,8.0"
2784,8.0,8,[],"9716,1,15.0"
2785,8.0,8,[],"9900,1,10.0"
2786,8.0,5,"[97.0, 98.0, 99.0]","9574,1,10.0;9990,2,8.0;9574,5,10.0;8537,6,21.0;9574,7,10.0;10729,8,5.0"
2787,8.0,8,[],"10499,1,8.0"
2788,5.0,5,[],"9542,1,9.0;8425,3,21.0"
2789,8.0,8,[],"8572,1,28.0"
2790,7.0,7,[],"8108,1,19.0;3473,5,63.0"
2791,7.0,7,[],"9998,1,6.0;6741,2,39.0"
2792,7.0,7,[],"9822,1,7.0;10703,2,6.0"
2793,7.0,7,[],"9490,1,8.0;10437,7,4.0"
2794,7.0,6,[99.0],"10507,1,6.0;6449,6,29.0;10499,7,8.0"
2795,7.0,7,[],"10591,1,5.0;10066,3,6.0;10917,4,4.0;7126,5,27.0;10591,6,5.0;8541,7,15.0"
2796,7.0,7,[],"9498,1,17.0"
2797,7.0,7,[],"9189,1,11.0;9007,4,23.0;9189,5,11.0"
2798,7.0,7,[],"9906,1,10.0"
2799,5.0,5,[],"8583,1,17.0"
2800,7.0,7,[],"10603,1,7.0"
2801,7.0,7,[],"10607,1,7.0"
2802,7.0,7,[],"10582,1,7.0;6759,2,40.0"
2803,7.0,7,[],"10577,1,4.0;10259,2,4.0;10577,5,4.0"
2804,6.0,6,[],"8178,1,29.0"
2805,7.0,7,[],"10172,1,9.0"
2806,7.0,7,[],"10636,1,6.0;10812,7,5.0"
2807,7.0,7,[],"9985,1,8.0"
2808,7.0,5,"[97.0, 98.0]","4946,1,27.0;10540,2,4.0;4946,4,27.0;9893,5,6.0;8718,6,10.0;6081,7,25.0"
2809,6.0,6,[],"8869,1,15.0;9422,5,6.0;10353,6,4.0"
2810,5.0,5,[],"9123,1,13.0"
2811,7.0,7,[],"9538,1,17.0"
2812,6.0,6,[],"9309,1,11.0"
2813,6.0,5,[94.0],"9759,1,11.0;5700,2,37.0"
2814,6.0,6,[],"10371,1,8.0"
2815,6.0,6,[],"5620,1,40.0"
2816,6.0,6,[],"8384,1,17.0"
2817,6.0,4,"[95.0, 96.0]","9893,1,6.0;5093,3,38.0"
2818,6.0,6,[],"6521,1,23.0;10314,5,4.0"
2819,6.0,6,[],"9975,1,10.0;9912,3,7.0"
2820,6.0,6,[],"7333,1,25.0;10739,3,5.0"
2821,6.0,3,"[94.0, 97.0, 99.0]","626,1,52.0;8638,2,14.0;10495,3,5.0;10275,5,8.0"
2822,6.0,6,[],"8537,1,21.0;9322,2,6.0;8627,3,18.0"
2823,6.0,6,[],"9456,1,10.0;10235,5,4.0"
2824,6.0,4,"[95.0, 98.0]","626,1,52.0;8638,2,14.0;10495,4,5.0;10275,5,8.0"
2825,6.0,6,[],"10528,1,8.0"
2826,6.0,6,[],"7832,1,27.0"
2827,6.0,6,[],"10582,1,7.0"
2828,5.0,5,[],"9628,1,14.0"
2829,6.0,6,[],"7767,1,15.0"
2830,6.0,6,[],"6453,1,29.0"
2831,6.0,6,[],"10726,1,6.0"
2832,6.0,6,[],"8392,1,16.0"
2833,6.0,6,[],"10615,1,4.0;10313,2,6.0;10616,3,4.0;8791,4,23.0"
2834,5.0,3,"[95.0, 99.0]","10196,1,8.0;5131,2,38.0;10196,5,8.0"
2835,5.0,5,[],"9171,1,15.0"
2836,4.0,2,"[97.0, 98.0]","10453,1,6.0;7287,3,24.0"
2837,5.0,5,[],"9928,1,8.0;10148,2,7.0"
2838,5.0,5,[],"10771,1,5.0"
2839,5.0,5,[],"10459,1,6.0"
2840,5.0,5,[],"4038,1,47.0"
2841,5.0,5,[],"7882,1,19.0"
2842,5.0,5,[],"10781,1,5.0"
2843,5.0,5,[],"8180,1,20.0"
2844,5.0,5,[],"10797,1,5.0"
2845,5.0,5,[],"4765,1,48.0;10871,3,4.0;4765,4,48.0;7188,5,26.0"
2846,5.0,2,"[95.0, 96.0, 97.0]","9709,1,13.0;6691,4,16.0"
2847,5.0,4,[95.0],"4242,1,66.0;8968,2,12.0;10135,3,5.0"
2848,5.0,5,[],"10651,1,6.0"
2849,5.0,5,[],"9952,1,9.0"
2850,5.0,3,"[98.0, 99.0]","9400,1,11.0;10230,2,4.0;10887,3,4.0;10075,5,6.0"
2851,5.0,5,[],"10702,1,6.0"
2852,5.0,5,[],"8084,1,23.0"
2853,5.0,5,[],"10812,1,5.0"
2854,5.0,5,[],"10774,1,4.0;9144,2,12.0"
2855,5.0,5,[],"9987,1,8.0"
2856,5.0,5,[],"10754,1,5.0"
2857,5.0,5,[],"4374,1,23.0;10022,4,12.0"
2858,5.0,5,[],"8891,1,13.0"
2859,5.0,3,"[98.0, 99.0]","10446,1,4.0;6402,2,29.0;9967,3,9.0;10469,5,5.0"
2860,5.0,5,[],"9169,1,17.0"
2861,5.0,5,[],"9801,1,8.0"
2862,4.0,4,[],"9252,1,9.0"
2863,4.0,1,"[96.0, 98.0, 99.0]","8896,1,10.0;6252,4,33.0"
2864,4.0,4,[],"10934,1,4.0"
2865,4.0,4,[],"7361,1,27.0"
2866,4.0,4,[],"10840,1,4.0"
2867,4.0,4,[],"10006,1,9.0"
2868,4.0,4,[],"10748,1,5.0"
2869,4.0,4,[],"10254,1,6.0"
2870,4.0,4,[],"10376,1,4.0;10375,2,6.0"
2871,4.0,4,[],"10717,1,5.0"
2872,4.0,4,[],"8361,1,22.0"
2873,4.0,4,[],"9532,1,11.0"
2874,4.0,3,[96.0],"10095,1,11.0;10472,2,5.0;4800,3,25.0"
2875,4.0,4,[],"9474,1,7.0;8161,2,11.0"
2876,4.0,4,[],"8219,1,15.0"
2877,4.0,1,"[97.0, 98.0, 99.0]","7333,1,25.0;10739,2,5.0"
2878,4.0,4,[],"5145,1,42.0;10907,2,4.0;10905,3,4.0"
2879,4.0,4,[],"10650,1,5.0"
2880,4.0,4,[],"10281,1,6.0"
2881,4.0,2,"[96.0, 97.0]","7675,1,25.0;9346,2,8.0;6172,3,48.0"
2882,4.0,3,[98.0],"8719,1,26.0;10207,2,6.0;8719,3,26.0;9828,4,11.0"
2883,4.0,4,[],"10501,1,5.0"
2884,4.0,3,[98.0],"8235,1,27.0;10010,2,11.0;10198,3,6.0;9882,4,11.0"
