ID (CME),Missing Time Points,ID (Dino),x (CME),y (CME),z (CME),x (Dino),y (Dino),z (Dino),t,t_start (CME),t_start (Dino),FI (CME),FI (Dino),Track Length (CME),Track Length (Dino),Distance
3783.0,95,29271.0,290.29,163.61,15.810000000000002,285.49985,174.259,16.307772,95.0,93.0,72.0,43.092,103.009315,6.0,28.0,11.687365613622422
3783.0,96,29271.0,290.45,162.87,15.810000000000002,284.14572,172.90794,15.765997,96.0,93.0,72.0,44.627,107.01483,6.0,28.0,11.853527830397535
3783.0,97,29271.0,290.54,163.33,15.900000000000006,284.27182,173.13135,16.26448,97.0,93.0,72.0,43.699,98.68615,6.0,28.0,11.639990893694897
3783.0,98,36080.0,291.58,162.73,15.800000000000011,291.94843,154.99232,9.411532,98.0,93.0,93.0,47.203,92.38894,6.0,4.0,10.040914093563588
3784.0,93,35873.0,426.35,580.23,49.709999999999994,426.5962,580.19714,45.931507,93.0,93.0,92.0,65.147,111.49002,6.0,7.0,3.786648065327556
3784.0,95,35873.0,426.24,581.22,50.02,425.68005,581.3351,45.956226,95.0,93.0,92.0,59.842,94.58111,6.0,7.0,4.103784976771562
3786.0,93,33872.0,565.83,124.14,141.93,563.029,123.25788,146.99695,93.0,93.0,83.0,57.265,203.28027,6.0,16.0,5.856425445346347
3787.0,93,36113.0,311.05,431.88,27.110000000000017,311.257,418.71265,35.291992,93.0,93.0,93.0,32.678,105.14519,6.0,1.0,15.503772060713604
3787.0,94,35848.0,311.09,431.19,26.52000000000001,299.14612,433.55606,13.5529175,94.0,93.0,92.0,16.502,117.620186,6.0,5.0,17.78762878912774
3787.0,95,35848.0,311.12,430.49,25.919999999999987,300.07474,433.72006,12.084477,95.0,93.0,92.0,35.99,123.38969,6.0,5.0,17.995909333921645
3787.0,96,36837.0,311.36,431.08,27.09999999999999,294.68222,428.35956,21.503242,96.0,93.0,96.0,21.91,155.90825,6.0,4.0,17.800922437687472
3787.0,97,36979.0,311.6,431.67,28.27000000000001,302.9977,434.9967,14.9998865,97.0,93.0,97.0,32.592,140.74928,6.0,3.0,16.160520117956676
3787.0,98,36979.0,312.2,431.58,27.72,305.06924,437.20828,15.423305,98.0,93.0,97.0,36.419,114.227936,6.0,3.0,15.288360993220474
3788.0,93,35702.0,483.8,608.25,132.773,483.71796,606.503,128.9527,93.0,93.0,91.0,144.04,213.52316,6.0,5.0,4.201598701875261
3788.0,95,35674.0,483.41,610.72,129.674,481.60474,609.25464,123.073685,95.0,93.0,91.0,153.79,115.59247,6.0,9.0,6.997885516098797
3788.0,96,35702.0,484.39,611.65,133.984,483.83545,607.5657,132.47241,96.0,93.0,91.0,113.53,220.26477,6.0,5.0,4.390209165928193
3788.0,97,35702.0,483.26,610.73,129.138,482.42764,606.38403,131.4683,97.0,93.0,91.0,69.008,225.56088,6.0,5.0,5.00105753821126
3789.0,94,33702.0,330.55,314.07,15.710000000000008,340.01263,319.0474,15.253389,94.0,94.0,83.0,34.869,89.658424,6.0,9.0,10.701605995467256
3789.0,95,33702.0,329.34,312.89,17.25999999999999,340.78836,319.55438,14.787778,95.0,94.0,83.0,33.552,112.87134,6.0,9.0,13.475562663253982
3789.0,96,33702.0,328.32,312.48,15.460000000000008,340.46655,318.9994,14.280471,96.0,94.0,83.0,33.997,120.90913,6.0,9.0,13.835914929065598
3789.0,97,33702.0,328.64,311.82,15.97,340.373,317.56653,14.324391,97.0,94.0,83.0,39.294,129.122,6.0,9.0,13.167912705580228
3789.0,98,33702.0,329.13,311.83,16.080000000000013,340.80084,317.57056,14.521035,98.0,94.0,83.0,38.471,89.92305,6.0,9.0,13.099347590259034
3789.0,99,33702.0,329.22,312.28,16.05000000000001,340.46744,317.60556,14.799902,99.0,94.0,83.0,38.486,121.95791,6.0,9.0,12.507167580103989
3790.0,94,36094.0,292.06,543.1,19.210000000000008,294.01764,546.3579,18.475962,94.0,94.0,93.0,76.454,77.59927,6.0,7.0,3.87105651793455
3791.0,94,33490.0,301.91,477.86,24.78,300.28223,483.75217,13.824314,94.0,94.0,82.0,47.113,91.59113,6.0,14.0,12.545690822445597
3792.0,94,34289.0,410.25,314.33,33.47999999999999,426.2989,319.08557,44.873844,94.0,94.0,85.0,32.386,115.14709,6.0,12.0,20.24851397834509
3792.0,95,34289.0,410.14,315.31,33.08000000000001,425.6473,319.49695,43.400364,95.0,94.0,85.0,38.595,153.70476,6.0,12.0,19.09232350147555
3792.0,96,34289.0,410.44,314.23,33.389999999999986,427.78006,319.62042,45.6949,96.0,94.0,85.0,50.767,116.77268,6.0,12.0,21.935014761563306
3792.0,97,36996.0,409.63,315.95,31.77000000000001,425.05444,312.35898,44.85372,97.0,94.0,97.0,48.144,115.93189,6.0,2.0,20.542456109053756
3793.0,96,6736.0,320.57,381.14,36.870000000000005,328.4365,367.48428,44.979427,96.0,94.0,18.0,57.16,149.92476,6.0,80.0,17.72352440223808
3793.0,97,6736.0,319.65,382.59,36.360000000000014,327.7752,368.82465,44.952805,97.0,94.0,18.0,48.869,92.884476,6.0,80.0,18.14772805148137
3794.0,94,31451.0,362.92,193.52,45.290000000000006,357.26724,185.21979,61.281857,94.0,94.0,77.0,34.455,110.19733,6.0,20.0,18.883502640404117
3794.0,95,31451.0,361.58,193.68,45.239999999999995,356.81076,185.22978,60.963547,95.0,94.0,77.0,34.233,84.63776,6.0,20.0,18.4765201942143
3794.0,96,31451.0,361.57,193.26,44.81999999999999,356.43918,184.17534,60.20771,96.0,94.0,77.0,28.561,117.2188,6.0,20.0,18.591341539332216
3794.0,97,36850.0,360.9,193.83,44.55,349.72546,201.67934,56.380646,97.0,94.0,96.0,31.518,118.31787,6.0,3.0,18.067835161538177
3794.0,98,36114.0,362.4,194.7,44.47,353.54724,201.99951,34.497894,98.0,94.0,93.0,35.634,139.89836,6.0,2.0,15.201878302793231
3794.0,99,31451.0,361.55,193.31,44.59,356.9114,185.05975,61.071953,99.0,94.0,77.0,41.044,107.666,6.0,20.0,19.00626238156016
3795.0,94,30085.0,375.21,349.82,48.599999999999994,358.73346,351.23688,64.87584,94.0,94.0,74.0,30.07,105.43667,6.0,25.0,23.20316545240326
3795.0,95,30085.0,375.65,349.44,48.22,358.4972,351.46188,64.40116,95.0,94.0,74.0,35.946,115.676796,6.0,25.0,23.66720273965639
3795.0,96,36843.0,377.29,351.39,49.05,359.9971,362.9971,36.999702,96.0,94.0,96.0,35.253,122.27878,6.0,1.0,24.06197919350786
3795.0,97,30085.0,375.46,352.65,49.650000000000006,356.99838,349.9984,63.487976,97.0,94.0,74.0,37.285,100.509705,6.0,25.0,23.223952621398777
3795.0,98,33135.0,376.02,350.96,49.68000000000001,366.353,360.96893,70.087746,98.0,94.0,81.0,30.01,76.82005,6.0,16.0,24.7003171142683
3795.0,99,33135.0,377.19,351.71,50.25,366.95248,360.26047,69.60102,99.0,94.0,81.0,38.761,138.63792,6.0,16.0,23.502751498743734
3796.0,96,32668.0,350.64,609.0,60.849999999999994,354.20963,594.41364,65.07538,96.0,94.0,80.0,63.22,124.97873,6.0,20.0,15.599935657908995
3797.0,94,30085.0,367.09,334.3,65.26,358.73346,351.23688,64.87584,94.0,94.0,74.0,33.174,105.43667,6.0,25.0,18.890136151219213
3797.0,95,25939.0,367.95,334.1,66.84,381.21295,341.61008,79.50787,95.0,94.0,67.0,32.684,95.82102,6.0,28.0,19.81873039944282
3797.0,96,25939.0,367.26,334.33,67.07,379.83276,341.3523,78.79297,96.0,94.0,67.0,41.582,127.754196,6.0,28.0,18.5691953764427
3797.0,97,30085.0,366.64,335.43,66.61,356.99838,349.9984,63.487976,97.0,94.0,74.0,42.327,100.509705,6.0,25.0,17.746722194280714
3798.0,94,36148.0,412.11,341.37,95.979,400.08224,356.57492,90.82067,94.0,94.0,93.0,31.564,134.67192,6.0,3.0,20.0615296329293
3798.0,95,36148.0,412.83,341.33,95.393,400.49628,356.31885,91.624504,95.0,94.0,93.0,32.906,130.22806,6.0,3.0,19.77341233735128
3798.0,96,35638.0,412.97,340.95,94.703,389.66037,359.34064,86.15498,96.0,94.0,91.0,31.024,149.15015,6.0,9.0,30.89697616704428
3798.0,97,35638.0,412.22,340.8,93.809,389.40714,360.81403,85.773384,97.0,94.0,91.0,31.515,99.409645,6.0,9.0,31.39361563630344
3798.0,98,35638.0,411.25,340.3,93.182,389.3073,359.8259,85.858826,98.0,94.0,91.0,36.692,99.21898,6.0,9.0,30.271632455721235
3798.0,99,35638.0,412.24,339.09,94.181,389.72873,360.1587,85.41976,99.0,94.0,91.0,34.721,124.234375,6.0,9.0,32.05318584853154
3799.0,94,34315.0,459.76,528.89,105.739,459.77505,524.28107,105.77795,94.0,94.0,85.0,73.402,129.14293,6.0,10.0,4.609119151193629
3799.0,96,34315.0,458.91,528.5,106.361,458.6118,523.9144,105.636856,96.0,94.0,85.0,63.426,146.49811,6.0,10.0,4.651992598095572
3801.0,94,36506.0,435.3,624.98,109.073,437.6513,628.39307,109.99973,94.0,94.0,94.0,80.069,140.54794,6.0,2.0,4.2469385453288035
3801.0,95,36499.0,435.36,625.56,108.986,433.7333,623.5586,106.507675,95.0,94.0,94.0,115.87,161.8353,6.0,6.0,3.576849123967206
3801.0,97,36499.0,437.28,626.48,110.337,435.51132,624.32874,108.13158,97.0,94.0,94.0,130.76,148.26001,6.0,6.0,3.5524675799224106
3802.0,94,35185.0,445.42,686.93,116.271,444.11304,686.59076,111.99249,94.0,94.0,89.0,92.808,182.89627,6.0,11.0,4.48652159688326
3802.0,95,35185.0,445.74,687.24,116.91,444.1544,686.66266,112.597725,95.0,94.0,89.0,113.55,193.40675,6.0,11.0,4.630676463674077
3802.0,96,35185.0,446.6,687.35,117.558,444.51828,686.71094,113.12099,96.0,94.0,89.0,115.26,167.3942,6.0,11.0,4.942571555587225
3802.0,97,35185.0,446.11,687.71,116.829,444.71796,686.65247,113.29567,97.0,94.0,89.0,129.36,131.40527,6.0,11.0,3.9421524515675648
3802.0,98,35185.0,446.58,687.42,117.338,445.11624,686.2891,113.06491,98.0,94.0,89.0,128.04,97.6284,6.0,11.0,4.656267420982165
3802.0,99,35185.0,446.72,688.01,116.87,445.04333,686.81213,112.86867,99.0,94.0,89.0,140.58,129.17369,6.0,11.0,4.500750670132706
3803.0,96,14393.0,449.75,500.88,112.847,453.95868,512.22107,107.85308,96.0,94.0,42.0,47.686,146.93434,6.0,58.0,13.087096433269735
3804.0,94,36528.0,611.16,330.15,120.324,620.70026,325.97513,124.83791,94.0,94.0,94.0,29.484,164.11478,6.0,4.0,11.349955236590132
3804.0,95,36729.0,610.43,330.42,119.163,632.11316,330.18536,132.53296,95.0,94.0,95.0,23.753,188.99382,6.0,1.0,25.47489575870335
3804.0,96,36528.0,611.87,330.39,118.852,621.6599,326.99896,124.338135,96.0,94.0,94.0,24.526,147.26147,6.0,4.0,11.72343684803328
3804.0,97,36528.0,611.91,330.83,119.595,621.64,326.565,123.91173,97.0,94.0,94.0,30.428,204.17221,6.0,4.0,11.467226469068285
3804.0,98,36528.0,611.76,331.64,119.93,622.3977,326.62665,123.451,98.0,94.0,94.0,25.096,195.46725,6.0,4.0,12.27565804804369
3804.0,99,18311.0,610.2,333.32,119.429,600.7338,358.42166,128.30426,99.0,94.0,53.0,28.587,138.1867,6.0,38.0,28.257256010858526
3805.0,94,35703.0,666.95,243.34,122.23,649.127,245.30264,124.81408,94.0,94.0,91.0,44.418,78.82706,6.0,4.0,18.11598063081332
3805.0,95,35703.0,666.84,244.12,120.314,648.4998,246.01857,125.11794,95.0,94.0,91.0,52.476,268.6631,6.0,4.0,19.053748807216376
3805.0,96,36183.0,667.11,244.63,121.722,666.2916,243.65065,118.23959,96.0,94.0,93.0,55.557,190.75142,6.0,4.0,3.70891957186995
3805.0,99,37305.0,667.65,246.05,121.809,667.08374,245.05748,118.1154,99.0,94.0,98.0,56.918,175.40619,6.0,2.0,3.8663196062922665
3806.0,94,36544.0,545.53,53.488,137.843,544.6321,53.367973,133.1798,94.0,94.0,94.0,41.777,201.30354,6.0,1.0,4.750375262095488
3806.0,95,36747.0,546.04,54.56,138.166,551.9956,0.0,139.99889,95.0,94.0,95.0,40.902,239.25647,6.0,1.0,54.91468161714224
3806.0,96,35365.0,546.77,54.354,136.92000000000002,551.9991,73.592995,159.81361,96.0,94.0,89.0,50.289,127.82908,6.0,5.0,30.357862148908396
3806.0,97,37076.0,545.9,55.179,136.754,561.6241,46.999874,140.30034,97.0,94.0,97.0,47.524,135.95554,6.0,3.0,18.075451594067488
3806.0,99,37076.0,541.73,54.721,134.936,561.34375,47.469723,139.46661,99.0,94.0,97.0,41.559,154.38936,6.0,3.0,21.39641638605232
3807.0,94,36227.0,501.21,550.56,133.274,501.40112,546.48486,129.58066,94.0,94.0,93.0,108.03,173.9733,6.0,3.0,5.503094877393937
3807.0,95,36227.0,504.48,552.03,132.017,503.61984,548.28564,130.10246,95.0,94.0,93.0,116.15,210.03412,6.0,3.0,4.292501653674718
3807.0,96,36216.0,508.21,551.12,131.526,508.64023,548.2101,128.32216,96.0,94.0,93.0,168.86,410.33606,6.0,6.0,4.349391521638406
3807.0,98,37376.0,511.56,550.75,134.787,509.9726,547.5947,135.25835,98.0,94.0,98.0,195.51,109.12848,6.0,2.0,3.563415169819548
3807.0,99,37376.0,511.62,550.41,135.802,510.57022,546.72107,135.57277,99.0,94.0,98.0,155.38,171.32011,6.0,2.0,3.842237497370427
3809.0,95,36601.0,497.71,255.53,147.916,493.9978,254.99889,148.49146,95.0,94.0,94.0,56.089,194.43004,6.0,5.0,3.793897848348051
3809.0,96,34712.0,497.99,254.63,147.71,501.42172,265.2455,154.30133,96.0,94.0,86.0,49.69,91.52898,6.0,12.0,12.958054390119678
3809.0,97,36601.0,497.55,254.58,146.185,494.53345,253.99876,147.99928,97.0,94.0,94.0,57.208,194.10257,6.0,5.0,3.5677760241500542
3810.0,94,36148.0,413.06,330.58,90.992,400.08224,356.57492,90.82067,94.0,94.0,93.0,26.045,134.67192,6.0,3.0,29.054904480877266
3810.0,95,36148.0,409.08,330.98,90.322,400.49628,356.31885,91.624504,95.0,94.0,93.0,26.865,130.22806,6.0,3.0,26.784960052815357
3810.0,96,25939.0,412.85,330.97,91.774,379.83276,341.3523,78.79297,96.0,94.0,67.0,25.263,127.754196,6.0,28.0,36.96535446020369
3810.0,97,25939.0,412.97,332.81,91.115,379.49683,341.26746,78.76144,97.0,94.0,67.0,28.012,118.68037,6.0,28.0,36.668681244000354
3810.0,98,37245.0,413.0,332.66,88.731,394.7973,303.64233,86.4803,98.0,94.0,98.0,19.255,98.14457,6.0,1.0,34.32825527184422
3810.0,99,35638.0,414.23,335.0,91.59,389.72873,360.1587,85.41976,99.0,94.0,91.0,26.053,124.234375,6.0,9.0,35.655915062728404
3811.0,94,34990.0,359.98,258.38,29.75,350.89566,264.7099,26.27559,94.0,94.0,88.0,35.169,137.67584,6.0,11.0,11.604498786836942
3811.0,95,34990.0,361.22,260.04,30.379999999999995,351.10562,265.19064,26.550076,95.0,94.0,88.0,32.163,109.32399,6.0,11.0,11.979068955464625
3811.0,96,34990.0,360.96,260.46,29.659999999999997,351.38165,263.88217,26.674385,96.0,94.0,88.0,36.361,139.04425,6.0,11.0,10.600468534910377
3811.0,97,34990.0,359.62,262.78,29.19999999999999,351.43753,264.50528,26.669641,97.0,94.0,88.0,27.142,129.88419,6.0,11.0,8.736825684891597
3811.0,98,34990.0,361.13,261.1,28.389999999999983,352.4173,264.23782,27.048962,98.0,94.0,88.0,41.119,108.78978,6.0,11.0,9.357106313377203
3811.0,99,34987.0,361.1,260.79,29.72999999999999,369.33707,279.81842,20.76662,99.0,94.0,88.0,36.66,104.13259,6.0,12.0,22.589206956104025
3812.0,95,34047.0,348.17,336.89,54.17,346.99692,339.99698,58.999474,95.0,94.0,84.0,72.524,111.41086,6.0,10.0,5.861165457780233
3812.0,97,34047.0,346.54,340.71,52.67,345.78015,340.04205,56.304577,97.0,94.0,84.0,60.532,116.73313,6.0,10.0,3.7727548547353287
3812.0,99,34047.0,349.31,337.95,57.47,346.67053,340.3334,57.191315,99.0,94.0,84.0,63.637,112.74534,6.0,10.0,3.5672205945420674
3814.0,94,10884.0,407.88,683.0,100.7,403.5003,670.80896,97.61541,94.0,94.0,31.0,34.299,134.38844,6.0,59.0,13.316077644700831
3814.0,95,10884.0,407.14,683.44,100.989,402.97833,670.84937,99.02483,95.0,94.0,31.0,41.688,200.56691,6.0,59.0,13.40527600516679
3814.0,96,10884.0,407.67,683.44,101.123,402.99686,670.99475,98.99923,96.0,94.0,31.0,38.86,135.83528,6.0,59.0,13.462276331846796
3814.0,97,31485.0,404.0,687.67,98.806,396.96265,694.2898,95.0973,97.0,94.0,77.0,35.117,141.0211,6.0,22.0,10.3489372764792
3815.0,94,29928.0,661.4,303.41,140.893,650.9978,341.28406,153.63899,94.0,94.0,73.0,23.33,164.80295,6.0,20.0,41.292983021376635
3815.0,95,36820.0,661.97,304.16,141.127,675.4975,312.99835,166.99911,95.0,94.0,95.0,24.593,226.00146,6.0,1.0,30.50370080538749
3815.0,96,36602.0,662.65,303.58,140.995,662.13055,254.62093,148.88933,96.0,94.0,94.0,24.298,221.08182,6.0,6.0,49.59416104458568
3815.0,97,36528.0,661.43,304.64,139.631,621.64,326.565,123.91173,97.0,94.0,94.0,12.968,204.17221,6.0,4.0,48.07333121734854
3815.0,98,37419.0,663.44,305.24,143.14,673.8367,256.25064,143.98265,98.0,94.0,98.0,17.386,184.84915,6.0,1.0,50.08751164833507
3815.0,99,36602.0,662.41,306.67,142.805,662.8949,254.22313,149.2667,99.0,94.0,94.0,21.611,332.31015,6.0,6.0,52.845651360323885
3816.0,94,682.0,386.38,158.48,69.063,389.94235,150.87828,82.44839,94.0,94.0,1.0,27.511,102.51541,6.0,95.0,15.800162971722788
3816.0,95,19717.0,386.67,158.78,69.222,389.25092,173.11327,80.946175,95.0,94.0,56.0,21.873,99.291084,6.0,42.0,18.69652524855688
3816.0,96,19717.0,385.33,159.02,67.65,388.56308,172.83215,80.67284,96.0,94.0,56.0,26.321,81.86292,6.0,42.0,19.256756102067136
3816.0,97,19717.0,385.4,159.61,67.89,389.12766,174.01468,81.0706,97.0,94.0,56.0,30.292,103.84331,6.0,42.0,19.87758716087039
3816.0,98,682.0,384.97,160.68,67.86,390.11963,152.79352,83.10467,98.0,94.0,1.0,26.789,91.89256,6.0,95.0,17.919688036799066
3816.0,99,682.0,384.44,160.76,66.78,389.99896,152.66241,82.20442,99.0,94.0,1.0,36.075,97.97916,6.0,95.0,18.28621700697277
3817.0,94,16525.0,507.65,187.48,151.145,509.2662,169.01907,156.85345,94.0,94.0,48.0,37.909,143.42334,6.0,50.0,19.390833925012092
3817.0,95,24521.0,507.24,187.76,152.275,517.62024,190.99966,162.85999,95.0,94.0,63.0,47.494,118.67845,6.0,25.0,15.175203216869924
3817.0,96,16525.0,508.64,189.64,149.812,509.6142,169.37814,156.6682,96.0,94.0,48.0,28.303,139.87642,6.0,50.0,21.4126017741796
3817.0,97,34452.0,508.02,187.03,152.556,497.88193,197.84442,148.16101,97.0,94.0,85.0,43.996,265.78674,6.0,11.0,15.461179785559697
3817.0,98,34452.0,508.49,187.41,152.196,498.9613,197.70837,148.58698,98.0,94.0,85.0,37.873,132.5098,6.0,11.0,14.48715202195726
3817.0,99,34452.0,507.72,187.97,152.90800000000002,498.3882,198.17673,148.03563,99.0,94.0,85.0,43.073,221.64484,6.0,11.0,14.6628720907536
3818.0,94,36465.0,326.39,637.12,31.47999999999999,324.82373,637.1561,24.860973,94.0,94.0,94.0,53.96,99.33904,6.0,1.0,6.801913212444625
3818.0,95,3010.0,331.84,631.27,36.879999999999995,332.81754,629.9565,54.06666,95.0,94.0,6.0,26.533,109.46064,6.0,89.0,17.264476495312568
3818.0,96,35871.0,331.04,630.63,31.80000000000001,315.22986,627.1011,41.65231,96.0,94.0,92.0,54.123,105.75567,6.0,8.0,18.960001961120717
3818.0,97,36986.0,330.96,631.24,30.629999999999995,328.99683,630.9939,22.999777,97.0,94.0,97.0,24.411,158.95218,6.0,3.0,7.882569675469342
3818.0,98,36986.0,330.87,631.86,29.44999999999999,329.62674,630.89325,23.834576,98.0,94.0,97.0,64.422,86.42696,6.0,3.0,5.8320911935493625
3818.0,99,36986.0,330.75,632.29,28.59999999999999,329.06406,631.3391,23.35422,99.0,94.0,97.0,56.128,175.25514,6.0,3.0,5.591494639360737
3819.0,94,34787.0,431.57,371.28,36.59,405.2624,344.34274,45.24315,94.0,94.0,87.0,28.032,92.84409,6.0,8.0,38.63395914205659
3819.0,95,36092.0,431.02,370.9,35.27000000000001,414.626,413.57162,16.453825,95.0,94.0,93.0,12.546,243.55907,6.0,7.0,49.433579994321946
3819.0,96,36092.0,430.48,370.53,33.94,413.91187,414.01553,14.888602,96.0,94.0,93.0,27.215,148.42928,6.0,7.0,50.283695337874754
3819.0,97,35623.0,431.14,371.99,34.47,446.50745,385.35245,43.695,97.0,94.0,91.0,30.74,173.94492,6.0,2.0,22.356525099062235
3819.0,98,37213.0,432.11,373.26,35.06,440.52823,360.71802,44.061264,98.0,94.0,98.0,29.838,125.91348,6.0,1.0,17.58381677142352
3819.0,99,36982.0,431.38,372.37,33.879999999999995,409.07895,359.44717,18.631872,99.0,94.0,97.0,28.5,115.49372,6.0,3.0,29.947316637985814
3820.0,94,30589.0,352.1,658.74,63.2,351.8772,668.24835,66.35011,94.0,94.0,75.0,55.033,121.45532,6.0,25.0,10.019059465568564
3820.0,95,30589.0,353.22,660.23,61.209999999999994,351.81207,668.63983,66.32527,95.0,94.0,75.0,35.06,115.02403,6.0,25.0,9.943515207747168
3820.0,96,30589.0,352.42,658.28,60.81999999999999,351.99484,668.1563,66.01633,96.0,94.0,75.0,29.879,116.99632,6.0,25.0,11.167985860686802
3820.0,97,37011.0,351.38,658.85,63.010000000000005,348.9989,657.72217,65.61773,97.0,94.0,97.0,54.373,102.134415,6.0,3.0,3.707005998349611
3820.0,98,37011.0,352.32,658.38,64.21,349.8673,656.86865,66.63019,98.0,94.0,97.0,68.189,92.72442,6.0,3.0,3.762610230757362
3820.0,99,37011.0,351.66,658.66,62.150000000000006,349.50943,656.9997,65.890205,99.0,94.0,97.0,61.507,96.265625,6.0,3.0,4.622843373609472
3821.0,95,36696.0,368.05,133.05,64.39,369.8543,132.32596,68.14847,95.0,94.0,95.0,62.815,100.62252,6.0,5.0,4.231527992640491
3821.0,98,36696.0,367.9,131.63,65.66,369.7904,132.94563,68.852806,98.0,94.0,95.0,97.929,94.16632,6.0,5.0,3.9368140177732585
3822.0,94,10460.0,385.96,484.22,82.616,391.19556,482.5025,88.361,94.0,94.0,30.0,32.005,122.115204,6.0,66.0,7.960271337310078
3822.0,95,10460.0,384.46,484.06,82.011,390.64725,482.1115,88.44203,95.0,94.0,30.0,18.745,160.26544,6.0,66.0,9.134378012399107
3822.0,96,10460.0,382.96,483.91,81.406,391.05353,481.78088,88.19777,96.0,94.0,30.0,15.661,141.4838,6.0,66.0,10.778057318840007
3822.0,97,29681.0,381.47,483.76,80.801,376.2234,471.89832,77.79568,97.0,94.0,73.0,29.69,96.71323,6.0,26.0,13.313835370951509
3822.0,98,29681.0,381.85,483.55,81.173,376.00092,471.4405,77.89932,98.0,94.0,73.0,29.086,114.2909,6.0,26.0,13.84083479558949
3822.0,99,29681.0,380.5,482.26,80.025,376.4809,471.3445,77.58668,99.0,94.0,73.0,25.254,103.75767,6.0,26.0,11.884725890082615
3823.0,94,35703.0,655.89,231.9,107.223,649.127,245.30264,124.81408,94.0,94.0,91.0,40.274,78.82706,6.0,4.0,23.12606805178953
3823.0,95,35703.0,657.21,232.68,109.454,648.4998,246.01857,125.11794,95.0,94.0,91.0,38.963,268.6631,6.0,4.0,22.341531953035357
3823.0,96,36183.0,658.82,232.43,109.912,666.2916,243.65065,118.23959,96.0,94.0,93.0,30.384,190.75142,6.0,4.0,15.845395173065254
3823.0,97,36183.0,660.53,232.49,106.293,667.9945,242.998,121.999,97.0,94.0,93.0,48.953,228.96373,6.0,4.0,20.31785570009788
3823.0,98,37305.0,661.97,232.93,106.617,666.2259,244.24896,117.57708,98.0,94.0,98.0,40.441,152.51743,6.0,2.0,16.3203827742489
3823.0,99,37305.0,661.98,233.76,108.632,667.08374,245.05748,118.1154,99.0,94.0,98.0,38.483,175.40619,6.0,2.0,15.60820591541514
3824.0,94,33192.0,458.09,534.85,109.827,456.59787,532.882,113.36062,94.0,94.0,81.0,102.81,92.73444,6.0,19.0,4.311142104048557
3825.0,94,36591.0,506.58,663.96,139.038,506.42685,663.998,143.99956,94.0,94.0,94.0,91.092,125.90401,6.0,3.0,4.964068548690672
3825.0,96,21268.0,503.33,663.48,136.70600000000002,500.94232,663.8054,128.84793,96.0,94.0,58.0,19.118,107.17892,6.0,32.0,8.219255748989706
3825.0,97,21268.0,501.7,663.24,135.541,501.67358,663.4323,129.60272,97.0,94.0,58.0,135.3,235.152,6.0,32.0,5.941451562101631
3825.0,98,21268.0,501.63,662.49,136.489,501.99405,662.69556,129.864,98.0,94.0,58.0,116.23,99.275475,6.0,32.0,6.6381783883909
3825.0,99,21268.0,502.38,663.35,134.212,502.34027,663.42084,128.63734,99.0,94.0,58.0,140.84,162.41182,6.0,32.0,5.575251644015715
3826.0,94,36301.0,503.68,78.21,141.049,501.15216,77.410736,145.29759,94.0,94.0,93.0,65.121,306.9544,6.0,5.0,5.007925218630584
3826.0,95,36573.0,505.91,77.672,137.72899999999998,492.70557,82.16726,140.20547,95.0,94.0,94.0,35.149,113.940506,6.0,6.0,14.166765253698536
3826.0,96,36573.0,504.2,78.52,142.107,492.37555,81.87376,140.71974,96.0,94.0,94.0,71.991,196.7405,6.0,6.0,12.368905135366685
3826.0,97,36301.0,503.07,78.731,142.228,502.47983,77.31863,145.87149,97.0,94.0,93.0,78.461,156.76222,6.0,5.0,3.951975332147189
3826.0,98,36301.0,502.89,78.418,142.844,501.7129,77.15155,147.17133,98.0,94.0,93.0,80.542,84.94437,6.0,5.0,4.659961903427984
3826.0,99,36301.0,502.67,78.122,142.515,501.41937,76.96065,147.00563,99.0,94.0,93.0,79.507,175.43146,6.0,5.0,4.804015717740741
3828.0,3,204.0,335.97,296.85,16.879999999999995,333.06686,294.5933,16.949316,3.0,1.0,1.0,108.4,307.20483,5.0,5.0,3.677733195523589
3831.0,1,276.0,371.6,248.86,30.00999999999999,370.14313,246.8024,26.83566,1.0,1.0,1.0,74.709,255.68367,5.0,5.0,4.053717108099685
3831.0,3,276.0,372.66,248.11,29.340000000000003,370.98175,245.8025,27.127972,3.0,1.0,1.0,109.54,211.91942,5.0,5.0,3.610283532533726
3831.0,4,276.0,373.15,248.72,28.789999999999992,371.2061,246.29503,26.873487,4.0,1.0,1.0,132.34,226.09169,5.0,5.0,3.6513352064784352
3831.0,5,259.0,375.43,249.65,29.47999999999999,377.0238,250.45665,25.940758,5.0,1.0,1.0,115.39,232.29828,5.0,3.0,3.9644818825495824
3840.0,1,526.0,385.21,60.568,70.998,359.30634,56.50247,62.997185,1.0,1.0,1.0,40.497,178.78442,5.0,12.0,27.414251334674912
3840.0,2,564.0,389.14,62.282,71.537,370.72702,85.49131,66.90371,2.0,1.0,1.0,30.25,244.35632,5.0,9.0,29.98628485458978
3840.0,3,564.0,390.05,61.94,71.665,370.30203,85.82554,66.179115,3.0,1.0,1.0,33.445,218.8593,5.0,9.0,31.473739441727066
3840.0,4,564.0,389.89,64.925,71.796,369.9539,86.30751,65.77023,4.0,1.0,1.0,34.445,201.74582,5.0,9.0,29.849115919956496
3840.0,5,564.0,389.36,67.119,72.391,369.60504,86.074135,65.59581,5.0,1.0,1.0,34.466,185.6064,5.0,9.0,28.208690054767285
